Song,Artist,Link,Year,Month,Count/Month
TENET Official Soundtrack | THE PROTAGONIST - Ludwig Göransson | WaterTower,WaterTower Music,-k1ZRVamoZI,2021,Jun,1
The Weeknd - After Hours (Audio),The Weeknd,ygTZZpVkmKg,2021,Jun,1
TENET Official Soundtrack | TRUCKS IN PLACE - Ludwig Göransson | WaterTower,WaterTower Music,NaSiqlwkK7U,2021,Jun,1
"Travis Scott - The Plan (From the Motion Picture ""TENET"" - Official Audio)",TravisScottVEVO,iYKXdt0LRs8,2021,Jun,1
Soaked,BENEE ,wccq2vbS1Rg,2021,Jun,5
OUTTA MY MIND,Monsune ,j7CRINnxHAc,2021,Jun,4
Someone Else,Carlo Whale ,Zb_rR7wj2AM,2021,Jun,1
Sail Away,Surfaces ,rmEfDzI77lU,2021,Jun,1
Find an Island,BENEE ,GEHFsLXS1a4,2021,Jun,2
Crush Culture,Conan Gray ,2Lz2WUiotic,2021,Jun,1
Evil Spider,BENEE ,yl1tAJqrZcU,2021,Jun,2
Searching,Zola Courtney ,jmrytaLGw5w,2021,Jun,2
Glitter,BENEE ,_28ih_kFJvs,2021,Jun,3
Let's Go Outside,Far Caspian ,QMtnZLWB608,2021,Jun,1
Bane's World | Drowsy | Green Light Sessions,Green Light Music,gahMcYZqJXU,2021,Jun,1
Between the Buttons,French 79 ,yarFH8myBvo,2021,Jun,3
Agar Agar ~ Prettiest Virgin,Cracki Records,Yp257b5APOg,2021,Jun,1
Claire Laffut - Vérité,ClaireLaffutVEVO,tQ3HWIsZXPM,2021,Jun,1
All Your Love,Jakob ,egWo4nwSw90,2021,Jun,3
Selfish Lover,Mild Orange ,2HlIXbAeA3A,2021,Jun,2
Some Feeling,Mild Orange ,KEum8nUzr-Y,2021,Jun,3
Peach Pit,Peach Pit ,p4y4eT1cJ54,2021,Jun,6
She,The Blaze ,DcSyjnLN7BM,2021,Jun,3
Myenemy,Parcels ,o9XE151jDxg,2021,Jun,1
My Obsession,Pale Waves ,_IECC_g1Vsc,2021,Jun,1
Heavenly,Pale Waves ,Mpz8u8tgX_k,2021,Jun,1
Gun,CHVRCHES ,opcBX0YcneY,2021,Jun,1
Strangers,Sigrid ,lkOzHXGv6AE,2021,Jun,1
The Wire,HAIM ,9Ebvvvpse3U,2021,Jun,1
Cool Blue,The Japanese House ,gyF15HTWxNA,2021,Jun,1
Maybe You're the Reason,The Japanese House ,cKpMj1MHzvw,2021,Jun,1
Lavender,Two Door Cinema Club ,NZ_ThvmdQ9s,2021,Jun,1
What You Know,Two Door Cinema Club ,iGKJe7QGoXk,2021,Jun,1
Leave A Trace,CHVRCHES ,9L_P3Pu3NAI,2021,Jun,2
Something Has to Change,The Japanese House ,zIGcUGqNcp0,2021,Jun,2
Graffiti,CHVRCHES ,3ej8d-AUAN4,2021,Jun,4
Clearest Blue,CHVRCHES ,5XrfI4-yafI,2021,Jun,3
Nothing in Return,Monsune ,zwBS4EM-HbY,2021,Jun,4
Better For Me,Fake Laugh ,2KAzYYTH2EY,2021,Jun,8
Speechless,The Diogenes Club ,iy3A6z_4ZEo,2021,Jun,9
Masques,L'Impératrice ,yrgWU6n5NPA,2021,Jun,1
Le Baron Rouge,L'Impératrice ,X6OmszF7VXc,2021,Jun,1
The Kiss,L'Impératrice ,TChw3xBM9XE,2021,Jun,1
Ma Starlight,L'Impératrice ,S1IvI7WgfY0,2021,Jun,1
Entre-deux,L'Impératrice ,e-1JBFW8G70,2021,Jun,1
Paris,L'Impératrice ,lPbeANpSSMA,2021,Jun,1
L'équilibriste,L'Impératrice ,8Pi0o-DBTXY,2021,Jun,1
Matahari,L'Impératrice ,7m1AfDNXSBg,2021,Jun,1
Off to the Side,L'Impératrice ,zPY_eiPMc20,2021,Jun,1
Coldest Summer (Original Mix),Tahiti 80 ,9F6V9gYFBdA,2021,Jun,2
Good Time,Teenanger ,X41U6T4FBeU,2021,Jun,2
Four Out Of Five,Arctic Monkeys ,-2aEVquXyeQ,2021,Jun,4
She Wants,Metronomy ,js2_czSqVc4,2021,Jun,3
Men I Trust - All Night (garage session),Men I Trust,GSipxovUB-4,2021,Jun,1
Rather Be (feat. Jess Glynne),Clean Bandit ,dHdMAdh4Xgc,2021,Jun,1
Hillside Avenue,Ladyhawke ,1V9q5UpcFsE,2021,Jun,1
Caution,The Killers ,DOfiCemXPEs,2021,Jun,1
Empty Threat,CHVRCHES ,nADKjpk8w9Y,2021,Jun,1
Warzone (Scratch Massive Vocal Remix),Benedict ,IlXJTUSzk30,2021,Jun,1
Science/Visions,CHVRCHES ,gAYo5QZw27k,2021,Jun,1
Seasons in the Abyss,Hellsongs ,Uy1i3UoxeYg,2021,Jun,2
You Only Live Once,The Strokes ,6FnbPTaoahM,2021,Jun,2
At The Door,The Strokes ,ypBbg3-WbD4,2021,Jun,7
Another One,Mac DeMarco ,UXvM7u5hIEw,2021,Jun,1
Being so Normal,Peach Pit ,3jxiD3Up3mw,2021,Jun,1
Ship To Wreck,Florence + the Machine ,DJu-m6piK4s,2021,Jun,1
Give A Little,Maggie Rogers ,MerfzFYkx2o,2021,Jun,1
Stranger,Foley ,sRMxHMeU9Zk,2021,Jun,1
Little Of Your Love,HAIM ,NESBAG9hcts,2021,Jun,1
On + Off,Maggie Rogers ,piwK3yHjsxA,2021,Jun,1
See Her Out (Thats Just Life),Francis and the Lights ,l0A4A17l5dQ,2021,Jun,1
Paradise,Brahny ,krVgKAVtZ6Y,2021,Jun,1
It's Late,A Beacon School ,jMjTOhqQ2Bs,2021,Jun,1
Swim,Fickle Friends ,hnu8ON1tYrQ,2021,Jun,1
HAIM - Falling (Official Video),HaimVEVO,AIjVpRAXK18,2021,Jun,1
HAIM - If I Could Change Your Mind (Official Video),HaimVEVO,Ljg6g7BAdQo,2021,Jun,1
Keeping Your Head Up,Birdy ,AgJR5-_7_c8,2021,Jun,1
Birdy - Keeping Your Head Up [Official],Birdy,m8AXUq5uA0Y,2021,Jun,1
HAIM - Little of Your Love (Video),HaimVEVO,4NJYWgb6dQM,2021,Jun,1
HAIM - Want You Back (Official Video),HaimVEVO,yPQfcG-eimk,2021,Jun,1
Push and Pull,KTEE ,wAOrGjwgTIQ,2021,Jun,1
Don't Leave Me Lonely,Mark Ronson ,w1vrrNUiN9c,2021,Jun,1
If I Could Change Your Mind,HAIM ,N3xuGfceCS8,2021,Jun,1
I'M STILL HERE,Hawai ,0ySSL-NnwzU,2021,Jun,1
Miss Me Sometimes U Do,The Nice Nice ,SNVIYjKGhNE,2021,Jun,1
Now You Know,Mild Orange ,pb9KXbkMJAY,2021,Jun,2
Female (feat. Æther),Neanticønes ,G3b69BbmIY8,2021,Jun,1
Rest My Chemistry,Interpol ,ykYMLQqD2kY,2021,Jun,1
This Thing,King Gizzard & the Lizard Wizard ,oXZiq00i5vA,2021,Jun,1
Shadows (Midnight Version),Roosevelt ,FcNpM2aqxYE,2021,Jun,6
Little Talks,Of Monsters And Men ,gSdjztTxYgk,2021,Jun,2
Gap,The Kooks ,06NqEQnbVi8,2021,Jun,1
Cold Little Heart (Radio Edit),Michael Kiwanuka ,NuEghDO_j0o,2021,Jun,1
dodie - 6/10,dodieVEVO,8rhb5wTCero,2021,Jun,1
A Certain Romance,Arctic Monkeys ,zMupng6KQeE,2021,Jun,1
Papooz - Theatrical State of Mind (Official Music Video),PAPOOZ,R0q4U668L3E,2021,Jun,1
Way to be Loved,TOPS ,dCZ42u4tAtk,2021,Jun,2
Upstairs,Lovepoint ,Qnj4XXqLHL4,2021,Jun,1
Changin',TheSecondSex ,_ykuYOXVPds,2021,Jun,1
Sinful (Illangelo Remix),Rhye ,5Vsy2k8l0nk,2021,Jun,1
Tadow (Extended Version),Masego ,qQiqweTbrHs,2021,Jun,1
I'm Aquarius,Metronomy ,3Y8qwBVzgmU,2021,Jun,1
I'm That Guy,Agar Agar ,1Y4IOS9cFY8,2021,Jun,1
Grimes - California,GrimesVEVO,OsCfufAp2tM,2021,Jun,1
My Jinji,Various Artists ,X_k53NIp0QU,2021,Jun,1
The Current,STVN ,_drQKCOErG8,2021,Jun,1
Didn't Catch Your Name,Moon Monsoon ,h5lK1i5NNCY,2021,Jun,1
Plants,Crumb ,ajyBZVSNCiI,2021,Jun,1
Came My Way,Joshua Benjamin ,8ezRj4dvs2g,2021,Jun,1
Crumb - Locket [Official Video],Crumb The Band,BqnG_Ei35JE,2021,Jun,2
Trustful Hands,The Dø ,fXlcofc3ig0,2021,Jun,1
girls that ain't u,The Millennial Club ,CvBJkTyVokw,2021,Jun,1
Slipping Away,LEISURE ,plUXpMKDt5s,2021,Jun,1
fiction,Meego ,X1bqvjlpSzo,2021,Jun,1
Some Places (feat. Many Voices Speak),Grapell ,-MhoZeFwLCg,2021,Jun,1
Room To Breathe,Low Hum ,iVOYxkYvt50,2021,Jun,1
Birch Tree,Foals ,g6J-qUqRQeo,2021,Jun,1
Colours,Roosevelt ,9lmNXLNzIbs,2021,Jun,5
Friday Morning,Khruangbin ,ylF6EeMi0mc,2021,Jun,6
Electric Eyes,Client Liaison ,3JhTDBwS0YA,2021,Jun,1
Flutes,Hot Chip ,4NsUuTJ-5kQ,2021,Jun,1
Old Love / New Love (feat. D'Angelo Lacy),Twin Shadow ,Kjwub6SayeE,2021,Jun,1
Strangers In The Wind,Cut Copy ,VxKC8zluLCY,2021,Jun,1
Change Of Coast,Neon Indian ,vLYj6soSgjk,2021,Jun,1
High Pressure Dave,HEALTH ,Ny_HsSmiL9A,2021,Jun,1
Psychic City (Classixx Remix),YACHT ,VOnlvbBOJac,2021,Jun,1
Don't You Want My Love (The Twelves - J.Mig Remix),Pollyn ,Y2XaPyVNHJA,2021,Jun,1
To Love You,Rotkraft ,WdekynqsdYo,2021,Jun,1
Sometimes,Miami Horror ,lIzETcoGHgE,2021,Jun,2
When You're Out,Kauf ,kqWmSqwgvVU,2021,Jun,1
Feel the Same,Battle Tapes ,SD07Y1Yfmnk,2021,Jun,1
Heartbreak,Age of Consent ,h-QhQaGVS-o,2021,Jun,1
Nowhere To Go,Nite Jewel ,jiUgpdYcbjs,2021,Jun,1
Dark Matter,Feathers ,_ACtdwTQKNs,2021,Jun,1
Star Treatment,Arctic Monkeys ,5QqXXjDKNP4,2021,Jun,2
Spark,Amber Run ,0bSaXVaPmds,2021,Jun,1
Bad Decisions,The Strokes ,ES4nBVwjpiU,2021,Jun,2
Days Gone By,Bob Moses ,4N1mXzcu7GA,2021,Jun,1
Blue,SG Lewis ,ffTQv9PqYRg,2021,Jun,2
L'Impératrice ♘ MATAHARI,L'Impératrice,6MhKKPPUd4E,2021,Jun,1
Cool with You,Her's ,0nCYgT-rVSo,2021,Jun,3
Keep on Walking,LIZ B ,CO2U-r_4_6I,2021,Jun,1
Baby Don'chu Worry,Yung Heazy ,BNBZErdpu1g,2021,Jun,1
Alrighty Aphrodite,Peach Pit ,6e3qnMmeApE,2021,Jun,1
Vanille fraise,L'Impératrice ,hQ5PFlYU9sk,2021,Jun,1
Sonate Pacifique,L'Impératrice ,3uPJ1Tl5U94,2021,Jun,1
T’as vu,Clio ,xQaV43Cptlg,2021,Jun,1
Déjà Venise,Clio ,d2O11c9nNq0,2021,Jun,1
C'est toi qu'elle préfère,Alice et Moi ,T6Qg6NRDQcQ,2021,Jun,1
Amoureuse,Clio ,ME5PkJwbwhY,2021,Jun,1
Agitations tropicales,L'Impératrice ,362ymTDuTr4,2021,Jun,1
How Does It Feel?,Samm Henshaw ,ygHAds8kN1s,2021,Jun,1
Nothing To Lose,Zola Courtney ,oVEJgyXEVkY,2021,Jun,1
Keep It Gold,Surfaces ,oSkVZTANTT0,2021,Jun,1
Learn To Fly,Surfaces ,EXY9NzGOYIM,2021,Jun,1
Legendary,POWERS ,Vl3sZ8amP-A,2021,Jun,1
Generation Why,Conan Gray ,PH1l79V-Umw,2021,Jun,1
Oblivius,The Strokes ,0wtx3BU5l3Y,2021,Jun,1
C'mere,Interpol ,5Kvyus4w_-c,2021,Jun,1
A Dream of You,Far Caspian ,CnkFFbLp2xk,2021,Jun,1
Pretty Boy,The Neighbourhood ,gWuBfqQYOAE,2021,Jun,1
Close To Me,Deep Sea Arcade ,QEeaRNI9Yxg,2021,Jun,1
Moving On,Roosevelt ,8JOj2qlGLeM,2021,Jun,1
Are We Ready? (Wreck),Two Door Cinema Club ,NbUC6Iet-6o,2021,Jun,2
Voodoo? (Lazywax Remix),L'Impératrice ,jT_bXjKDgpE,2021,Jun,1
Some Other Time,ViVii ,xvWR-u4ofUc,2021,Jun,1
Heavy Wave,Motorama ,oSu2KckJXO4,2021,Jun,1
"Did I Make You Cry on Christmas Day? (Well, You Deserved it!)",Peach Pit ,H9Cp6jxvRi8,2021,Jun,1
Hot Knifer,Peach Pit ,VYHYyFDbUnA,2021,Jun,1
Pretty Girls,Michael Seyer ,_0KCvRqKISQ,2021,Jun,1
Sweet Bird,Young Hunting ,HNd5HHTqwbE,2021,Jun,1
Threat of Joy,The Strokes ,GZyr711PgXk,2021,Jun,1
Baby,Zimmer90 ,Nn6CqJu8dBM,2021,Jun,1
Necessary Evil,Unknown Mortal Orchestra ,KltoVVu5a00,2021,Jun,1
Stand On the Horizon,Franz Ferdinand ,fJDJTERl6Ek,2021,Jun,1
Downtown,MIKNNA ,VxUYdAIsp8s,2021,Jun,1
Throwaway,SG Lewis ,osSpZKk4rfk,2021,Jun,1
Norton Commander (All We Need),Men I Trust ,uJ7pNGddOTM,2021,Jun,1
Same Effect,BENEE ,CcbFhP6qjj8,2021,Jun,2
Better,SG Lewis ,gG2RTa7Sybg,2021,Jun,2
heat,53 Thieves ,-A0NpnBLuJI,2021,Jun,1
The Way That You Like,Pional ,2cdKnY36nXw,2021,Jun,1
Thank You (Original Mix),Lost Boy ,CzgmfxXl3UU,2021,Jun,1
Morning Sunshine,BLUEY GREEN ,fl-tvuc-NyI,2021,Jun,1
Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz ,OXA87sokMLs,2021,Jun,1
Rocky's Late Night,"Albert Hammond, Jr. ",9pCrMCUN9l4,2021,Jun,1
Everybody Else,Coolhand Jax ,yqPLn6FUep0,2021,Jun,1
The Adults Are Talking,The Strokes ,826mxiKjoP0,2021,Jun,2
The Ultracheese,Arctic Monkeys ,teKjXoq4ryM,2021,Jun,1
Surrender,Pilgrim ,qOZfBvDYL5E,2021,Jun,1
Altered State Of Mind,Milmine ,pfIpLkrGyp4,2021,Jun,1
I Don't Disagree,Dreamin' Wild ,JVcZxV4-Fm8,2021,Jun,1
Mixed Up,Luna Lake ,6t1qsJycB3o,2021,Jun,1
You Say I'm in Love,Bane's World ,N41-L2MGO-s,2021,Jun,1
Puzzle,Winterbourne ,ueDCK_sQg58,2021,Jun,1
No Hope,The Vaccines ,Ma4ieJmiQ64,2021,Jun,1
Life Turns On,F-POS ,BZGmIzI0hrI,2021,Jun,1
Half a Human (Edit),Real Estate ,nhXaR64kHmc,2021,Jun,1
Freaking Out the Neighborhood,Mac DeMarco ,LbYwT6TULjg,2021,Jun,2
Let It Pass,Jakob ,3XuUxJZiqEw,2021,Jun,1
Seven,Men I Trust ,cckL4mfOC0E,2021,Jun,1
April,Jakob ,8HMIMWySgw8,2021,Jun,1
Without You,Strawberry Guy ,uL-hrXIU49Y,2021,Jun,1
When Will Tomorrow Come?,Ian Luxton ,pS94wn9qqqc,2021,Jun,1
Was It Something I Said,Mykey ,zoae8_0HG1Y,2021,Jun,2
Sugar Side,Circa Waves ,JGD4hz7-OgA,2021,Jun,1
Tape,Parcels ,jzedF-SEnkc,2021,Jun,1
Cornerstone,Arctic Monkeys ,9qqvO7o32qI,2021,Jun,1
This Old Dog,Mac DeMarco ,egINTUn5Pug,2021,Jun,1
Hero,Michael Kiwanuka ,JP73BVeWlrw,2021,Jun,1
On You,Kazy Lambist ,eo-OsYl0xwM,2021,Jun,1
Run the World!!!,Dayglow ,5Ly73ASfo9g,2021,Jun,1
Harvest Moon,Poolside ,wjZH_8EmFvQ,2021,Jun,2
Tranquility Base Hotel & Casino,Arctic Monkeys ,uvBk9Oom05I,2021,Jun,1
Leave Before The Lights Come On,Arctic Monkeys ,gEoqeI4pjw8,2021,Jun,1
Elephant,Tame Impala ,fYnViqpm1uk,2021,Jun,2
Souk Eye,Gorillaz ,ag2LVnpoRpU,2021,Jun,1
Ode To The Mets,The Strokes ,CU0i9W_XkDI,2021,Jun,2
Why Are Sundays So Depressing,The Strokes ,_kUDTJA1KWk,2021,Jun,2
Instant Crush,Daft Punk ,khnokW3Mw24,2021,Jun,1
Selfless,The Strokes ,qEygdC7nmcU,2021,Jun,1
Around The Sun,Poolside ,hnmzqMuWBWI,2021,Jun,1
Found Me,Men I Trust ,mDl2J3qivBQ,2021,Jun,1
Can't Explain It,Modern Nomad ,-PrHTl0dBrg,2021,Jun,1
Parasites,"Parks, Squares and Alleys ",55zC_KyUvII,2021,Jun,1
Between Days,Far Caspian ,4EzVTg7qx7k,2021,Jun,1
Wake Up Call,Mel Blue ,G1BYfpElGSE,2021,Jun,1
Half-Moon Bag,Feng Suave ,aRADg1xUNx0,2021,Jun,1
Marcel,Her's ,x23mAFDL0o0,2021,Jun,1
Dorothy,Her's ,P3zy9q1TVUk,2021,Jun,1
Change Your Mind,CASTLEBEAT ,c6B0SHIt4Lw,2021,Jun,1
Forever Yours,Furns ,_Ld6nwCj6D8,2021,Jun,1
Wrong Vibration,Balthazar ,4KlT1TOjtec,2021,Jun,2
Lady and Man,Khruangbin ,20wH-9VzNFA,2021,Jun,2
Slow Love,Gigamesh ,sg2EFuDvyqM,2021,Jun,1
Dræm Girl,No Vacation ,3wy_QjOFJl4,2021,Jun,1
If I Get To Meet You,BENEE ,_gsNbrMdPRM,2021,Jun,1
4EVER,Clairo ,EssffHluL5w,2021,Jun,1
Warm,SG Lewis ,QxQJx_yA4NM,2021,Jun,1
Farewell,Veiila ,XpJCJk8lPFA,2021,Jun,1
"Say, Can You Hear",Men I Trust ,NU3ApKHX72Q,2021,Jun,1
Close (Midnight Version),Roosevelt ,QfufWezw3x8,2021,Jun,1
Freak Smile,Karp ,bC8NYbf9PDw,2021,Jun,1
The Gold Line,Swardy ,Zd7DNYAmbns,2021,Jun,1
Isabella,Isaac Delusion ,YBrirDz0Ww8,2021,Jun,1
You Make Me Feel Good (Original Mix),Satin Jackets ,eHUN2QCqeEA,2021,Jun,1
Neptune,Foals ,-6Y9LFBCi48,2021,Jun,1
Time (You and I),Khruangbin ,5Y0da_fSK8I,2021,Jun,2
"Heavy, California",Jungle ,hrZduVyfoEs,2021,Jun,2
Dreaming of You,L'Impératrice ,CCDCaO0xmTs,2021,Jun,1
Beat 54 (All Good Now),Jungle ,GZKTxVSaR2A,2021,Jun,1
The Clouds Cleared the Way,Shane Tyler ,YsTrJVOJ3Kg,2021,Jun,1
House In LA,Jungle ,-ieVVixYp2g,2021,Jun,1
Funeral Suit,Lisa Hannigan ,ldw0HuMDvoM,2021,Jun,1
Perfect Patterns,Benedikt ,njEGZ_Z07qE,2021,Jun,1
Paranoid,Hellsongs ,7AwV3_yCj-g,2021,Jun,1
Maria También,Khruangbin ,JpFUbenAraU,2021,Jun,1
Gold,Chet Faker ,LnhhinlkZt8,2021,Jun,1
Sorry About the Carpet (Edit),Agar Agar ,QWC2G3eheWE,2021,Jun,1
Ulysses and the Sea,Papooz ,Vo3igW2nWDI,2021,Jun,1
Come Thru,Faux Real ,5goJOaj559g,2021,Jun,1
Full of Light,Meg Hutchinson ,2aPnNuGlNn8,2021,Jun,1
Achilles,Gareth Fernandez ,apCKWJi6mvc,2021,Jun,1
porcelain,mxmtoon ,95RWDySFt2o,2021,Jun,1
Vanilla Curls,Teddy Hyde ,A91l-VmPHNM,2021,Jun,1
One Thing,36 Questions ,vRTT1ulHOB0,2021,Jun,1
2004,Anthony Amorim ,YV5H4CtJwnA,2021,Jun,1
If I'm Being Honest,dodie ,ljRAR8LXo1k,2021,Jun,1
And again into the light,Panopticon ,bHFq8IZjac0,2021,Jun,1
Lost In Yesterday,Tame Impala ,Sr_gTknZooY,2021,Jun,1
Do This,Holy Ghost! ,S2V8TQnkC50,2021,May,1
The Adults Are Talking,The Strokes ,826mxiKjoP0,2021,May,14
Ode To The Mets,The Strokes ,CU0i9W_XkDI,2021,May,4
Contact,Daft Punk ,UoF1dFWKsVk,2021,May,1
Selfless,The Strokes ,qEygdC7nmcU,2021,May,8
Your Voice On The Radio (feat. Laura Gibson),Dave Depper ,t0qZWlU_fJM,2021,May,1
Montreal,Roosevelt ,1Fuf7IkZj0Y,2021,May,9
11th Dimension,Julian Casablancas ,JMZaVnM34pU,2021,May,2
Instant Crush,Daft Punk ,khnokW3Mw24,2021,May,3
HIGH,BAYNK ,Didz9JZ0NoI,2021,May,1
Shifted Thoughts,Mazde ,_1GSBI_jx6U,2021,May,1
Castle In The Snow (Feder Remix),The Avener ,AvolsjMop-E,2021,May,1
Prettiest Virgin,Agar Agar ,wa9iLZWEcoA,2021,May,30
Howling (Radio Edit),Howling ,vyi06PrfPNk,2021,May,1
The Way That You Like,Pional ,2cdKnY36nXw,2021,May,3
Ride,Twenty One Pilots ,w1Smzzw_w7Q,2021,May,1
Midnight City,M83 ,K8v_DaCcORQ,2021,May,1
Casio,Jungle ,02nFGcia31M,2021,May,1
You & Me (Flume Remix),Disclosure ,Q3_vX-I16I0,2021,May,1
Let It Happen,Tame Impala ,NMRhx71bGo4,2021,May,2
Can I Call You Tonight?,Dayglow ,k-3roAbOIw4,2021,May,2
Moon (And It Went Like),Kid Francescoli ,UljWXU_izgs,2021,May,2
Brooklyn Bridge To Chorus,The Strokes ,zTlAwIPUV7w,2021,May,2
The Look,Metronomy ,tPEt7pJ1zMs,2021,May,15
Do I Wanna Know?,Arctic Monkeys ,pqrUQrAcfo4,2021,May,2
Elephant,Tame Impala ,fYnViqpm1uk,2021,May,5
Tongue (feat. Holly Walker),Maribou State ,e011WpZvcJs,2021,May,1
Aquarium,Agar Agar ,D5TMePtPm1s,2021,May,2
Make Them Wheels Roll,SAFIA ,jhmyj_P1jBU,2021,May,1
Hideout,Parcels ,NCaGuyHfD6Q,2021,May,3
Thinking,Tanlines ,xG8Im9BPW7s,2021,May,2
It's Late,A Beacon School ,jMjTOhqQ2Bs,2021,May,1
Multi-Love,Unknown Mortal Orchestra ,AuGEXsivSxQ,2021,May,2
So We Won't Forget,Khruangbin ,H3Mv_A8szqk,2021,May,2
Is It True,Tame Impala ,JbKr2jRN3rQ,2021,May,2
Speak,Robert Robert ,t5hLGL-dc30,2021,May,4
Ghost Carnival,Hypnolove ,7v6TGZjikys,2021,May,2
Getting There From Here (with Todd Edwards),Poolside ,RvFeCmp-DKc,2021,May,1
Feel Your Weight (Poolside Remix),Rhye ,cT_Q-psbmtY,2021,May,2
Sea,Roosevelt ,ySaOoYpSu7c,2021,May,1
I Don't Know Me Like You Do,Low Hum ,qwN2SSlsM7M,2021,May,2
Colours,Roosevelt ,9lmNXLNzIbs,2021,May,3
Locket,Crumb ,xKmqwrQFlpA,2021,May,2
Shadows (Midnight Version),Roosevelt ,FcNpM2aqxYE,2021,May,3
Black Lagoon,Still Corners ,4KGXlNwwKhU,2021,May,1
Comatose,Low Hum ,Ft8lBPRqU6o,2021,May,8
"Heavy, California",Jungle ,hrZduVyfoEs,2021,May,3
Come a Little Closer,Cage The Elephant ,LKJ4j2rYvr0,2021,May,2
Four Out Of Five,Arctic Monkeys ,-2aEVquXyeQ,2021,May,1
Secret Door,Arctic Monkeys ,f9HF0DJ1cu8,2021,May,1
Electioneering (Remastered),Radiohead ,zkngq4iXPC4,2021,May,1
Science Fiction,Arctic Monkeys ,cKez56_Ny1c,2021,May,1
The Meeting Place,The Last Shadow Puppets ,ryHSt7B5x5w,2021,May,1
Staring,Tipling Rock ,7wOcT-4tfGQ,2021,May,5
Not The Same Anymore,The Strokes ,sY1U0eJV5es,2021,May,4
The Less I Know The Better,Tame Impala ,PvM79DJ2PmM,2021,May,6
No Buses - Pretty Old Man (Official Video),NO BUSES BAND,xtn_SmyT87s,2021,May,1
Why Are Sundays So Depressing,The Strokes ,_kUDTJA1KWk,2021,May,10
On You,Kazy Lambist ,eo-OsYl0xwM,2021,May,2
Overnight,Parcels ,tDcA7m8IyNk,2021,May,6
Harvest Moon,Poolside ,wjZH_8EmFvQ,2021,May,9
Alone,Furns ,J5vuoAfkk98,2021,May,9
Gamesofluck,Parcels ,HxZFH-XCBvU,2021,May,10
The Player,Kid Francescoli ,_ytL_BwtrY4,2021,May,9
It Isn't Love,Cyclist ,6yel2BYTVhY,2021,May,3
All My Happiness,Kim Taylor ,41JV34t8gOM,2021,May,1
Sugar Rush,Addison Grace ,UUqCJV0CKkQ,2021,May,1
Passing Clouds,Kate Oliver ,qdBYfNNW0TY,2021,May,1
Safe Travels (Don't Die),Lisa Hannigan ,Vnz97NsCCt4,2021,May,1
She,dodie ,gEdZFhCEjWI,2021,May,6
Claud - Wish You Were Gay (Official Music Video),Claud,aOLEVib6rjw,2021,May,1
Birdy - Nobody Knows Me Like You Do [Official Visualiser],Birdy,xytKGbww7Pc,2021,May,1
dodie - Rainbow (Official Lyric Video),dodieVEVO,D8hhVvAPgR8,2021,May,1
dodie - When (Official Lyric Video),dodieVEVO,x7fg3rFxIU8,2021,May,1
Monster,dodie ,k_L5ONAiDAE,2021,May,1
Shadow Bloom,Florist ,ODsVJaM5PSc,2021,May,1
Paranoid,Hellsongs ,7AwV3_yCj-g,2021,May,1
Special Girl,dodie ,supRYViRFOY,2021,May,1
Bust Your Knee Caps (Johnny Don't Leave Me),Pomplamoose ,7JYA9QrS5X4,2021,May,1
Tieduprightnow,Parcels ,JYHH0ogYN8M,2021,May,7
Y U Gotta B Like That,Audrey Mika ,nYDL5opQJic,2021,May,3
Loving,Surfaces ,i49r74uMgDU,2021,May,4
Glitter,BENEE ,_28ih_kFJvs,2021,May,16
Bloom,Surfaces ,QnzrqePHo5U,2021,May,8
Evil Spider,BENEE ,yl1tAJqrZcU,2021,May,8
Soaked,BENEE ,wccq2vbS1Rg,2021,May,14
Nina,Crumb ,w8I6eVV99R8,2021,May,1
Tape,Parcels ,jzedF-SEnkc,2021,May,1
One of Those Days,Papooz ,v3ab5aaWOhg,2021,May,1
Isabella,Isaac Delusion ,YBrirDz0Ww8,2021,May,7
As the World Caves In (Album Mix),Matt Maltese ,u8zmds9aZiE,2021,May,1
If I'm Being Honest,dodie ,ljRAR8LXo1k,2021,May,3
Never Fall in Love,Sports ,zN_vHGWiyX8,2021,May,1
Good Times on Earth,Papooz ,WmXUoM4jdNU,2021,May,1
Turn The Music Up,PREP ,xh84yHc_slI,2021,May,1
Theatrical State of Mind,Papooz ,Xn6E6GxU0vU,2021,May,3
Touching Glass,Teenanger ,nyLfAwEvOP4,2021,May,1
Good Time,Teenanger ,aZczNMkg9LI,2021,May,5
We Broke Free,Metronomy ,L0UOp1Ih4Xk,2021,May,1
Bunker,Balthazar ,t7ghnCtOjjU,2021,May,11
Parfum thérémine,L'Impératrice ,J1XrEpIVEpY,2021,May,9
Always in the Sun,La Femme ,VMPj3tMkE3s,2021,May,1
Children of The Night,Isaac Delusion ,9H5sg2yBSZU,2021,May,1
The Year After,French 79 ,bmHcy9rO97M,2021,May,1
Hémisphère,Paradis ,CefLfzruHg0,2021,May,1
The Light,Metronomy ,Ux8T0HSMjKI,2021,May,1
The Garden,Papooz ,QBpOOWzFc4Y,2021,May,1
Sorry About the Carpet,Agar Agar ,FWSRj1p8GhQ,2021,May,1
Withorwithout,Parcels ,b_gMiEVlFts,2021,May,1
You and I,Papooz ,75Key8vLASw,2021,May,1
Older,Parcels ,TJ9glM-JMo8,2021,May,1
Around The Sun,Poolside ,hnmzqMuWBWI,2021,May,1
