Playlist ID,Channel ID,Time Created,Time Updated,Title,Description,Visibility
PLRawYnx8J3hIUm-SYodaKfeRqBluZpR_u,UCleFRYxd-2ZlsDrQpy-1jXw,2018-08-09 11:14:03 UTC,2018-08-11 13:30:22 UTC,Football,,Public

Video ID,Time Added
Ij7bvMTIOsQ,2018-08-09 11:14:03 UTC

