Playlist ID,Channel ID,Time Created,Time Updated,Title,Description,Visibility
PLRawYnx8J3hLq8AMALw7MON2lXGmtk6VY,UCleFRYxd-2ZlsDrQpy-1jXw,2017-08-28 00:52:37 UTC,2020-04-26 05:26:22 UTC,LOM,,Public

Video ID,Time Added
jcNhe22E7p0,2017-08-28 00:52:37 UTC
aXBxuushM54,2017-08-28 00:52:43 UTC
fjDMfvpMGB0,2017-08-28 14:31:21 UTC
2i1perkCEyU,2017-08-29 01:12:28 UTC
EL1QT4WcgY4,2017-08-29 01:12:33 UTC
qZKJ7H4VEFU,2017-08-29 01:12:39 UTC
P4m7tCJY6vk,2017-08-29 01:31:57 UTC

