Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PLCDyPuwdOP7kte3fP1AvOLjblEEH_3uRZ,UCjCRzbcN-U7Hlou32jl2AKw,2020-09-11 16:25:26 UTC,2020-09-15 11:46:18 UTC,fpga,,Public


Video Id,Time Added
MI18Wk4gxA4,2020-09-11 16:25:26 UTC
DoA8hKBltV4,2020-09-11 16:25:36 UTC
pGwbVmU4vYA,2020-09-11 16:25:50 UTC
wgEKK6CH6NU,2020-09-11 16:26:03 UTC
jV2NsUUWWws,2020-09-11 16:26:23 UTC
2fNBkUCjhcE,2020-09-12 08:36:23 UTC
YqcV9SdmVOU,2020-09-15 11:46:18 UTC
