Playlist Id,Channel Id,Time Created,Time Updated,Title,Description,Visibility
PLCDyPuwdOP7luS2mSAEWFJG5UdaYfdfIA,UCjCRzbcN-U7Hlou32jl2AKw,2019-11-08 12:30:28 UTC,2019-12-07 13:49:55 UTC,android studio,,Public


Video Id,Time Added
roDz8mMvbIg,2019-11-08 12:30:28 UTC
lF5m4o_CuNg,2019-12-07 13:49:46 UTC
GAdGmJxfcf8,2019-12-07 13:49:55 UTC
